year;month;ff4_hf;sp500_hf;us_rgdp;us_gdpdef;gs1;logsp500;ebpnew
2020;1;0.005;0.022498419;461.545511432263;555.731828900884;1.53;809.504977025526;2.01
2020;2;0.0;0.0;461.881171577863;555.779284710964;1.41;809.477824294298;2.11
2020;3;-0.195;-8.173312257;457.890628957761;555.325411518673;0.33;788.321639931719;3.42
2020;4;-0.02;-0.199122975;443.748381056215;554.530243666771;0.18;792.37030928134;3.47
2020;5;0.0;0.0;445.388672509061;554.440370772246;0.16;797.920874980747;3.28
2020;6;0.0;0.566547465;451.735921668244;554.923949566747;0.18;804.065948756678;2.91
2020;7;0.0;0.074644898;455.414632898324;555.432299613926;0.15;807.328450810485;2.69
2020;8;0.0;0.178513423;456.387828941449;555.804739523025;0.13;812.908949797384;2.62
2020;9;0.0;0.422001602;456.400334034686;556.067009248742;0.13;812.13377620865;2.68
2020;10;0.0;0.0;457.202076518416;556.190780203741;0.13;813.701564083482;2.65
2020;11;0.0;0.020319716;457.555186197516;556.41793530017;0.12;817.44183349474;2.43
2020;12;0.0;-0.165480543;458.866471708621;556.851624473796;0.1;821.481972702146;2.23
2021;1;0.005;-0.319595056;459.392924265281;557.078046569294;0.1;824.111025480781;2.16
2021;2;0.0;0.0;456.032866565339;557.433036946116;0.07;826.447406271978;2.16
2021;3;-0.01;0.510239016;458.889445188584;557.915230076006;0.08;827.142307925614;2.13
2021;4;-0.01;0.054096593;459.065230976316;558.584317679151;0.06;832.873605036228;1.97
2021;5;0.0;0.0;459.948706761955;559.249330811613;0.05;833.515559430192;2
2021;6;0.005;-0.493808492;460.315515718047;560.104813720134;0.07;835.196235272044;1.93
2021;7;-0.005;0.184814293;460.768601862553;560.567338154588;0.08;838.107789194928;1.93
2021;8;0.0;0.0;460.56070905314;560.856295740857;0.07;840.16049953363;1.96
2021;9;0.0;0.358019384;459.368346549256;561.291640514883;0.08;839.965662538372;1.86
2021;10;0.0;0.0;460.702945647301;562.231208165814;0.11;840.306322516939;1.77
2021;11;0.0;0.234422475;461.378695477517;563.058075839519;0.18;844.835530791803;1.72
2021;12;0.01;0.623852973;461.087985476217;563.766403944474;0.3;844.993524265157;1.83
2022;1;0.0;-0.240546641;460.702446574827;564.38272121022;0.55;842.810402094437;1.82
2022;2;0.0;0.0;461.320184568522;565.082112316795;1;839.750383989382;2.03
2022;3;0.02;-0.776171736;461.898137097458;566.110807104068;1.34;838.737375808148;2.17
2022;4;0.0;0.0;461.946749068892;566.497927433231;1.89;838.738058979475;1.91
2022;5;-0.02;-0.149779988;461.84170574736;567.435023107244;2.06;830.408907589612;2.22
2022;6;0.05;-0.115650481;461.529871878413;568.721939435673;2.65;826.84625650994;2.12
2022;7;-0.025;0.061517714;461.73260037581;568.677194582279;3.02;827.173501036792;2.32
2022;8;0.0;0.0;461.607352792843;568.752435815312;3.28;833.292413948408;2.25
2022;9;0.04;-1.340291582;461.800546029804;569.17807411146;3.89;825.596348309645;2.17
2022;10;0.0;0.0;461.762134755178;569.702301422363;4.43;822.310397028781;2.28
2022;11;-0.065;0.719223327;461.467685408106;569.946650758856;4.73;827.320642157854;2.17
2022;12;0.045;-1.143543689;460.283145328353;569.980122666197;4.68;827.190116345153;1.98
2023;1;0.0;0.0;461.020747750536;570.530132062547;4.69;828.416595702785;1.97
2023;2;0.005;0.146056835;461.156569107695;570.869041100878;4.93;831.377383294976;1.85
2023;3;0.02;0.27228812;461.532346654261;570.924419891554;4.68;828.615858747926;2.05
2023;4;0.0;0.0;461.762233517733;571.326404879542;4.68;832.396517482348;2.07
2023;5;0.02;0.10433246;461.441333615486;571.477516635293;4.91;832.994029553186;2.19
2023;6;0.035;-0.690769883;460.636547134984;571.735330628593;5.24;837.686618942496;2.01
2023;7;-0.005;0.096586968;461.419632753362;571.904868415993;5.37;841.362662123113;1.84
2023;8;0.0;0.0;461.352816060582;572.403598068344;5.37;840.23119415043;1.85
2023;9;0.025;-0.175779713;461.532940591351;572.806524717604;5.44;839.142586598075;1.78
2023;10;0.0;0.0;460.984822687243;572.897252447976;5.42;835.9228581127;1.83
2023;11;-0.015;0.023045005;461.377208336086;573.03822106196;5.28;840.291749783842;1.79
2023;12;-0.025;0.632749268;461.118307230021;573.248330376604;4.96;845.213186697417;1.62
2024;1;0.02;-0.307218249;459.736278741455;573.590756046146;4.79;847.961800364315;1.62
2024;2;0.0;0.0;460.801613243801;573.986364922715;4.92;851.958233513814;1.56
2024;3;-0.01;0.245029126;460.973475248567;574.334607773396;4.99;855.073821287591;1.55
2024;4;0.0;0.0;460.760122860796;574.625430744453;5.14;853.944184435892;1.46
2024;5;0.005;0.106088442;461.376316040611;574.665037488338;5.16;856.316605739205;1.47
2024;6;0.02;0.000276206;461.407046077481;574.662163333219;5.11;859.695401320983;1.51
2024;7;0.01;0.200493075;460.492715645881;574.800986423121;4.9;861.938870373091;1.59
2024;8;0.0;0.0;460.946992883079;574.981009635782;4.43;860.853368424707;1.73
2024;9;-0.11;0.375315054;460.325234811214;575.209951104532;4.03;863.431111704709;1.69
2024;10;0.0;0.0;459.985106451049;575.436151402435;4.2;866.428818115819;1.54
2024;11;0.01;0.064322542;459.807003949778;575.716209115944;4.33;868.776600117564;1.42
2024;12;0.025;-0.774661132;460.843784138235;576.08021751722;4.23;870.133143037675;1.41
2025;1;0.02;-0.348322142;460.581697677383;576.546065892781;4.18;869.609557616454;1.45
2025;2;0.0;0.0;461.610320216467;576.761762348546;4.19;870.594237998817;1.47
2025;3;-0.01;0.373768294;461.552043686259;576.711714645785;4.06;864.540697056196;1.65
2025;4;0.0;0.0;461.638605234695;576.93236180001;3.95;858.849007329827;1.9
2025;5;-0.01;-0.590618233;461.477887432969;577.013185519774;4.09;866.749418498671;1.86
2025;6;-0.01;-0.061565685;461.984695338416;577.299754367767;4.06;870.449399781289;1.76
2025;7;-0.005;-0.050887637;462.393305723898;577.496139943103;4.08;874.77492024459;1.71
2025;8;0.0;0.0;462.09126210637;577.877862369261;3.89;876.545072994469;1.73
2025;9;-0.04;-0.052904599;462.279298821055;578.187867372584;3.66;879.240078001936;1.71
2025;10;0.01;-0.07283838;462.021937672147;578.290013922465;3.61;881.517553348547;1.67
2025;11;0.0;0.0;462.450996108668;578.39205623963;3.66;881.59472426666;1.76
2025;12;-0.005;0.298475821;462.815402237847;578.698940167259;3.54;883.244616922107;1.75
